Автор,Повне ім'я,Рік народження,Рік смерті,Місце народження (населений пункт),Район,Регіон1,URL,Рідна мова,Стать,Місце народження,Регіон
Осип Маковей,Маковей Осип Степанович,1867.0,1925.0,Яворів,Яворівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%BE%D0%B2%D0%B5%D0%B9_%D0%9E%D1%81%D0%B8%D0%BF_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Ольга Дучимінська,Дучимінська Ольга Василівна,1883.0,1988.0,Львівська область,,Львівська,https://uk.wikipedia.org/wiki/%D0%94%D1%83%D1%87%D0%B8%D0%BC%D1%96%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%9E%D0%BB%D1%8C%D0%B3%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Леонід Лиман,Лиман Леонід,1922.0,2003.0,Малі Сорочинці,Миргородський,Полтавська,https://uk.wikipedia.org/wiki/%D0%9B%D0%B8%D0%BC%D0%B0%D0%BD_%D0%9B%D0%B5%D0%BE%D0%BD%D1%96%D0%B4,UK,F,,
Василь Галаса,Галаса Василь Михайлович,1920.0,,Білокриниця,Кременецький,Тернопільська,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B0%D1%81%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Антін Лотоцький,Лотоцький Антін Львович,1881.0,1949.0,Вільховець,Кам’янець-Подільський,Хмельницька,https://uk.wikipedia.org/wiki/%D0%9B%D0%BE%D1%82%D0%BE%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D1%82%D1%96%D0%BD_%D0%9B%D1%8C%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Патрус-Карпатський,Патрус-Карпатський Андрій Михайлович,1917.0,1980.0,Теребля,,Україна,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D1%82%D1%80%D1%83%D1%81-%D0%9A%D0%B0%D1%80%D0%BF%D0%B0%D1%82%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Анастасія Чернова,Анастасія Чернова,1993.0,,Харків,Харківський,Харківська,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B0%D1%81%D1%82%D0%B0%D1%81%D1%96%D1%8F_%D0%A7%D0%B5%D1%80%D0%BD%D0%BE%D0%B2%D0%B0,UK,F,,
Аліна Шевченко,Шевченко Аліна Андріївна,2005.0,,Олександрійський район,Олександрійський,Кіровоградська,https://uk.wikipedia.org/wiki/%D0%A8%D0%B5%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BB%D1%96%D0%BD%D0%B0_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D1%97%D0%B2%D0%BD%D0%B0,UK,F,,
Євген Олесницький,Олесницький Євген Григорович,1860.0,1917.0,Говилів,Тернопільський,Тернопільська,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Олександр Михайлюта,Михайлюта Олександр Олександрович,1958.0,,Гуляйпільський район,Гуляйпільський,Запорізька,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D1%8E%D1%82%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Дніпрова Чайка,Дніпрова Чайка,1861.0,1927.0,Зелений Яр,Баштанський,Миколаївська,https://uk.wikipedia.org/wiki/%D0%94%D0%BD%D1%96%D0%BF%D1%80%D0%BE%D0%B2%D0%B0_%D0%A7%D0%B0%D0%B9%D0%BA%D0%B0,UK,M,,
Юрій Збанацький,Збанацький Юрій Оліферович,1914.0,1994.0,Борсуків,Чернігівський,Чернігівська,https://uk.wikipedia.org/wiki/%D0%97%D0%B1%D0%B0%D0%BD%D0%B0%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%AE%D1%80%D1%96%D0%B9_%D0%9E%D0%BB%D1%96%D1%84%D0%B5%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Михалко Скаліцкі,Михалко Скаліцкі,1959.0,,Озеро,Югское сельское поселение,Росія,https://uk.wikipedia.org/wiki/%D0%9C%D0%B8%D1%85%D0%B0%D0%BB%D0%BA%D0%BE_%D0%A1%D0%BA%D0%B0%D0%BB%D1%96%D1%86%D0%BA%D1%96,RU,M,,
Володимир Зеленський,Зеленський Володимир Олександрович,1978.0,,Кривий Ріг,Криворізький,Дніпропетровська,https://uk.wikipedia.org/wiki/%D0%97%D0%B5%D0%BB%D0%B5%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
В. Таль,В. Таль,1883.0,1936.0,Знам’янка,Кропивницький,Кіровоградська,https://uk.wikipedia.org/wiki/%D0%92._%D0%A2%D0%B0%D0%BB%D1%8C,UK,M,,
Вадим Карпенко,Карпенко Вадим Миколайович,1962.0,,Івано-Франківськ,Івано-Франківський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%80%D0%BF%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%B0%D0%B4%D0%B8%D0%BC_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,F,,
Оксана Мороз,Мороз Оксана Юріївна,1982.0,,Нововолинськ,Володимирський,Волинська,https://uk.wikipedia.org/wiki/%D0%9C%D0%BE%D1%80%D0%BE%D0%B7_%D0%9E%D0%BA%D1%81%D0%B0%D0%BD%D0%B0_%D0%AE%D1%80%D1%96%D1%97%D0%B2%D0%BD%D0%B0,UK,M,,
Любомир Полюга,Полюга Любомир Іванович,1925.0,,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9F%D0%BE%D0%BB%D1%8E%D0%B3%D0%B0_%D0%9B%D1%8E%D0%B1%D0%BE%D0%BC%D0%B8%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Соломон Гольдельман,Ґольдельман Соломон Ізраїлевич,1885.0,1974.0,Сороки,Сороцький район,Молдова,https://uk.wikipedia.org/wiki/%D2%90%D0%BE%D0%BB%D1%8C%D0%B4%D0%B5%D0%BB%D1%8C%D0%BC%D0%B0%D0%BD_%D0%A1%D0%BE%D0%BB%D0%BE%D0%BC%D0%BE%D0%BD_%D0%86%D0%B7%D1%80%D0%B0%D1%97%D0%BB%D0%B5%D0%B2%D0%B8%D1%87,RO,M,,
Наталя Гуменюк,Гуменюк Наталія Петрівна,1983.0,,Біробіджан,городской округ Биробиджан,Росія,https://uk.wikipedia.org/wiki/%D0%93%D1%83%D0%BC%D0%B5%D0%BD%D1%8E%D0%BA_%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%96%D1%8F_%D0%9F%D0%B5%D1%82%D1%80%D1%96%D0%B2%D0%BD%D0%B0,RU,M,,
Олесь Вахній,Олесь Вахній,1971.0,,Черкаси,Черкаський,Черкаська,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D1%81%D1%8C_%D0%92%D0%B0%D1%85%D0%BD%D1%96%D0%B9,UK,M,,
Степан Баран,Баран Степан Іванович,1879.0,1953.0,Крукеничі,Яворівський,Львівська,https://uk.wikipedia.org/wiki/%D0%91%D0%B0%D1%80%D0%B0%D0%BD_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Олена Теліга,Теліга Олена Іванівна,1906.0,1942.0,Ільїнське,,Російська імперія,https://uk.wikipedia.org/wiki/%D0%A2%D0%B5%D0%BB%D1%96%D0%B3%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BD%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,,M,,
Мирон Тарнавський,Тарнавський Мирон Омелянович,1869.0,,Радехівський район,Радехівський,Львівська,https://uk.wikipedia.org/wiki/%D0%A2%D0%B0%D1%80%D0%BD%D0%B0%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%80%D0%BE%D0%BD_%D0%9E%D0%BC%D0%B5%D0%BB%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Андрій Дуда,Андрій Дуда,1981.0,,Єлгава,,Латвія,https://uk.wikipedia.org/wiki/%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%94%D1%83%D0%B4%D0%B0,LV,M,,
Омелян Пріцак,Омелян Пріцак,1919.0,2006.0,Лука,Желєзківське сільське поселення,Росія,https://uk.wikipedia.org/wiki/%D0%9E%D0%BC%D0%B5%D0%BB%D1%8F%D0%BD_%D0%9F%D1%80%D1%96%D1%86%D0%B0%D0%BA,RU,M,,
Григорій Дем'ян,Дем'ян Григорій Васильович,1929.0,2013.0,Грабовець,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%27%D1%8F%D0%BD_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Віктор Рог,Рог Віктор Олександрович,1970.0,,Погожа Криниця,Роменський,Сумська,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Валерій Верховський,Верховський Валерій Дмитрович,1969.0,2024.0,Нижньогірський район,Нижньогірський,Україна,https://uk.wikipedia.org/wiki/%D0%92%D0%B5%D1%80%D1%85%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марина Павленко,Павленко Марина Степанівна,1973.0,,Старичі,Яворівський,Львівська,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B0%D1%80%D0%B8%D0%BD%D0%B0_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,F,,
Роман Горбик,Роман Горбик,1985.0,,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%93%D0%BE%D1%80%D0%B1%D0%B8%D0%BA,UK,M,,
Микола Капустянський,Капустянський Микола Олександрович,1881.0,,Чумаки,Миколаївський,Миколаївська,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BF%D1%83%D1%81%D1%82%D1%8F%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Петро Горецький,Горецький Петро Йосипович,1888.0,1972.0,Мутин,Конотопський,Сумська,https://uk.wikipedia.org/wiki/%D0%93%D0%BE%D1%80%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%99%D0%BE%D1%81%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Устиянович,Устиянович Микола Леонтійович,1811.0,1885.0,Миколаїв,Миколаївський,Миколаївська,https://uk.wikipedia.org/wiki/%D0%A3%D1%81%D1%82%D0%B8%D1%8F%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Томенко,Томенко Микола Володимирович,1964.0,,Малі Канівці,Золотоніський,Черкаська,https://uk.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Сингаївський,Сингаївський Микола Федорович,1936.0,2013.0,Коростенський район,Коростенський,Житомирська,https://uk.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B3%D0%B0%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Ганна Барвінок,Ганна Барвінок,1828.0,1911.0,Оленівка,Кальміуський,Донецька,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BD%D0%BD%D0%B0_%D0%91%D0%B0%D1%80%D0%B2%D1%96%D0%BD%D0%BE%D0%BA,UK,F,,
Олекса Стороженко,Стороженко Олекса Петрович,1805.0,1874.0,Лисогори,Прилуцький,Чернігівська,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%BE%D1%80%D0%BE%D0%B6%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Михайло Лисенко,Лисенко Михайло Григорович,1906.0,1972.0,Шпилівка,Сумський,Сумська,https://uk.wikipedia.org/wiki/%D0%9B%D0%B8%D1%81%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Михайлина Коцюбинська,Коцюбинська Михайлина Хомівна,1931.0,2011.0,Вінниця,Вінницький,Вінницька,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%86%D1%8E%D0%B1%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B0_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%B8%D0%BD%D0%B0_%D0%A5%D0%BE%D0%BC%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Микола Павлов,Павлов Микола Петрович,1954.0,,,,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE%D0%B2_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,M,,
Ігор Січовик,Січовик Ігор Прокопович,1945.0,2021.0,Велицьк,Ковельський,Волинська,https://uk.wikipedia.org/wiki/%D0%A1%D1%96%D1%87%D0%BE%D0%B2%D0%B8%D0%BA_%D0%86%D0%B3%D0%BE%D1%80_%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Жулинський,Жулинський Микола Григорович,1940.0,,Демидівський район,Демидівський,Рівненська,https://uk.wikipedia.org/wiki/%D0%96%D1%83%D0%BB%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Володимир Радзикевич,Радзикевич Володимир,1886.0,1966.0,Малі,,Малі,https://uk.wikipedia.org/wiki/%D0%A0%D0%B0%D0%B4%D0%B7%D0%B8%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80,FR,M,,
Юрій Рогоза,Рогоза Юрій Маркович,1962.0,,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B7%D0%B0_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Петро Одарченко,Одарченко Петро Васильович,1903.0,2006.0,Римарівка,Подільський,Одеська,https://uk.wikipedia.org/wiki/%D0%9E%D0%B4%D0%B0%D1%80%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Олександр Лаврик,Лаврик Олександр Хомич,1907.0,1981.0,Бірськ,городское поселение Бирск,Росія,https://uk.wikipedia.org/wiki/%D0%9B%D0%B0%D0%B2%D1%80%D0%B8%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%A5%D0%BE%D0%BC%D0%B8%D1%87,RU,M,,
Олекса Воропай,Воропай Олекса Іванович,1913.0,1989.0,Одеса,Одеський,Одеська,https://uk.wikipedia.org/wiki/%D0%92%D0%BE%D1%80%D0%BE%D0%BF%D0%B0%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Юрій Клиновий,Стефаник Юрій Васильович,1909.0,1985.0,Стецева,Коломийський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B5%D1%84%D0%B0%D0%BD%D0%B8%D0%BA_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Олег Бабенко,Олег Бабенко,1968.0,,Молдова,,Молдова,https://uk.wikipedia.org/wiki/%D0%9E%D0%BB%D0%B5%D0%B3_%D0%91%D0%B0%D0%B1%D0%B5%D0%BD%D0%BA%D0%BE,RO,M,,
Діана Клочко,Клочко Діана Георгіївна,1963.0,,Радивилівський район,Радивилівський,Рівненська,https://uk.wikipedia.org/wiki/%D0%9A%D0%BB%D0%BE%D1%87%D0%BA%D0%BE_%D0%94%D1%96%D0%B0%D0%BD%D0%B0_%D0%93%D0%B5%D0%BE%D1%80%D0%B3%D1%96%D1%97%D0%B2%D0%BD%D0%B0,UK,M,,
Микола Євшан,Євшан Микола Йосипович,1889.0,1919.0,Войнилів,Калуський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%84%D0%B2%D1%88%D0%B0%D0%BD_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%99%D0%BE%D1%81%D0%B8%D0%BF%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Марія Маєрчик,Маєрчик Марія Степанівна,1971.0,,Ужгород,Ужгородський,Закарпатська,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%94%D1%80%D1%87%D0%B8%D0%BA_%D0%9C%D0%B0%D1%80%D1%96%D1%8F_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D1%96%D0%B2%D0%BD%D0%B0,UK,M,,
Петро Григоренко,Григоренко Петро Григорович,1907.0,1987.0,Борисівка,Борисовка,Росія,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,RU,M,,
Олександра Ніколаєнко,Ніколаєнко Олександра Вікторівна,1981.0,,Будапешт,Центральна Угорщина,Угорщина,https://uk.wikipedia.org/wiki/%D0%9D%D1%96%D0%BA%D0%BE%D0%BB%D0%B0%D1%94%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%B0_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80%D1%96%D0%B2%D0%BD%D0%B0,HU,M,,
Олександр Гаврилюк,Гаврилюк Олександр Якимович,1911.0,1941.0,Люблінське воєводство,,Польща,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D1%80%D0%B8%D0%BB%D1%8E%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%AF%D0%BA%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,PL,M,,
Марія Галич,Галич Марія Олександрівна,1901.0,1974.0,Черкаський,Стародерев'янківське сільське поселення,Росія,https://uk.wikipedia.org/wiki/%D0%93%D0%B0%D0%BB%D0%B8%D1%87_%D0%9C%D0%B0%D1%80%D1%96%D1%8F_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D1%96%D0%B2%D0%BD%D0%B0,UK,F,,
Ярослав Дашкевич,Дашкевич Ярослав Романович,1926.0,2010.0,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%94%D0%B0%D1%88%D0%BA%D0%B5%D0%B2%D0%B8%D1%87_%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Спиридон Добровольський,Добровольський Спиридон Петрович,1894.0,1977.0,Єлизаветівка,Покровський,Донецька,https://uk.wikipedia.org/wiki/%D0%94%D0%BE%D0%B1%D1%80%D0%BE%D0%B2%D0%BE%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A1%D0%BF%D0%B8%D1%80%D0%B8%D0%B4%D0%BE%D0%BD_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Наталя Зубицька,Наталя Земна,1942.0,,Крехаїв,Чернігівський,Чернігівська,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D1%82%D0%B0%D0%BB%D1%8F_%D0%97%D0%B5%D0%BC%D0%BD%D0%B0,UK,F,,
Марк Лівін,Марк Лівін,1988.0,,Івано-Франківськ,Івано-Франківський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%9C%D0%B0%D1%80%D0%BA_%D0%9B%D1%96%D0%B2%D1%96%D0%BD,UK,M,,
Ілько Лемко,Ілько Лемко,1951.0,,Львів,Львівський,Львівська,https://uk.wikipedia.org/wiki/%D0%86%D0%BB%D1%8C%D0%BA%D0%BE_%D0%9B%D0%B5%D0%BC%D0%BA%D0%BE,UK,M,,
Євген Грицяк,Грицяк Євген Степанович,1926.0,2017.0,Стецева,Коломийський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%93%D1%80%D0%B8%D1%86%D1%8F%D0%BA_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD_%D0%A1%D1%82%D0%B5%D0%BF%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Кость Левицький,Левицький Кость Антонович,1859.0,1941.0,Тисмениця,Івано-Франківський,Івано-Франківська,https://uk.wikipedia.org/wiki/%D0%9B%D0%B5%D0%B2%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9A%D0%BE%D1%81%D1%82%D1%8C_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Віталій Коротич,Коротич Віталій Олексійович,1936.0,,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%9A%D0%BE%D1%80%D0%BE%D1%82%D0%B8%D1%87_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
В'ячеслав Прокопович,Прокопович В'ячеслав Костянтинович,1881.0,1942.0,Київ,,Україна,https://uk.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%BA%D0%BE%D0%BF%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Павло Чижевський,Чижевський Павло Іванович,1860.0,1925.0,Гадяч,Миргородський,Полтавська,https://uk.wikipedia.org/wiki/%D0%A7%D0%B8%D0%B6%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Осип Станімір,Станімір Осип,1890.0,,Avstro-ogrsko vojaško pokopališče Banjšice,Banjšice,Словенія,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D0%BC%D1%96%D1%80_%D0%9E%D1%81%D0%B8%D0%BF,SL,M,,
Михайло Сосновський,Сосновський Михайло Іванович,1919.0,1975.0,Великі Гаї,Тернопільський,Тернопільська,https://uk.wikipedia.org/wiki/%D0%A1%D0%BE%D1%81%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
Микола Сціборський,Сціборський Микола Орестович,1898.0,1941.0,Житомир,Житомирський,Житомирська,https://uk.wikipedia.org/wiki/%D0%A1%D1%86%D1%96%D0%B1%D0%BE%D1%80%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D1%80%D0%B5%D1%81%D1%82%D0%BE%D0%B2%D0%B8%D1%87,UK,M,,
